Długość Geograficzna;Szerokość Geograficzna;ID Słupka;Typ Przystanku
16.86065777;51.12968026;18325;3
17.02140867;51.11121824;10534;3
17.03946697;51.08334362;21172;3
17.01988582;51.13365374;23004;03
16.96602103;51.13011803;12540;3
16.92905866;51.13881871;18018;0
17.05965811;51.08372385;21018;0
16.95297767;51.14377760;18537;3
16.98993508;51.12852062;12313;3
17.05036028;51.11690106;20900;3
16.99465412;51.06674369;16408;03
17.06885171;51.07828269;21156;3
17.03920150;51.10027769;20345;3
16.97142510;51.12940516;12404;0
17.01644372;51.07455746;11378;3
16.99130995;51.09750859;11701;3
16.97098858;51.08399350;11729;3
16.98631833;51.09602762;11704;3
16.98076730;51.09476661;11605;0
17.01465516;51.08873881;11207;0
17.02702921;51.06086322;26336;3
17.03338221;51.09937187;11339;3
16.98048278;51.07678443;17123;3
16.98126206;51.09462766;11706;3
17.05777339;51.13497136;23701;3
17.09101957;51.04770880;25314;3
16.95156781;51.11942073;12138;3
17.09871941;51.11386787;24324;3
17.10791441;51.14544971;29102;3
16.97814172;51.19330454;23513;3
16.87306982;51.15526287;18374;3
17.01793246;51.10895555;10552;3
17.03175984;51.13955500;23023;0
17.07346452;51.10708821;24402;0
17.02628857;51.09955033;11319;3
17.03938397;51.10095620;20343;3
17.02641602;51.08354909;21175;3
16.99955400;51.06761642;16406;03
17.00896044;51.15840948;23502;3
17.02222943;51.11213440;10452;0
17.01882928;51.05183318;26343;3
17.06828287;51.08750139;25005;0
